audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,annotator_id,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_025,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Hello, I need to change my appointment because my train was delayed.""","¡Por supuesto! Aquí tienes algunas opciones para que suene más natural:

1. Hi, I need to reschedule my appointment because my train was delayed.
2. Hello, I’d like to change my appointment as my train was delayed.
3. Hi, I need to move my appointment because my train was delayed.
4. Hello, I need to change my appointment due to a train delay.

Cualquiera de estas opciones suena natural y educada. ¿Te gustaría que lo adapte a un contexto más formal o informal?",English,Latin,[],polite appointment message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_026,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear.",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_027,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""I reviewed the report, and the second chart seems confusing for new readers.""","Claro, aquí tienes una versión más natural y fluida del texto:

""I reviewed the report, and the second chart might be confusing for new readers.""

Si quieres que suene un poco más informal o amigable, también podrías decir:

""I went over the report, and the second chart could be confusing for people who are new to it.""

¿Quieres que lo adapte a un tono más formal o casual?",English,Latin,[],clear editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_028,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Please tell the tenant we fixed the heating issue and will check again tomorrow.""","Claro, aquí tienes una versión más natural del texto:

""Please inform the tenant that we have fixed the heating issue and will check it again tomorrow.""",English,Latin,[],clear maintenance update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_029,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Thanks for your help. I will review the invoice and send the missing details tonight.""","Claro, aquí tienes una versión más natural del texto:

""Thanks for your help. I'll review the invoice and send the missing details tonight.""

¿Quieres que sea aún más formal o informal?",English,Latin,[],professional reply,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_030,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""The first paragraph is too long and the final sentence sounds a bit rude.""","Claro, aquí tienes una versión más natural y suave del texto:

""The first paragraph is a bit too long, and the last sentence comes across as a little harsh.""",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_031,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_032,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""Please discuss about the schedule before Monday.""",Please discuss the schedule before Monday.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_033,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""The data are not enough to support this claim.""",The data is not enough to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_034,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""This option is more better for small teams.""",This option is better for small teams.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_035,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""I am used to work late on Fridays.""",I am used to working late on Fridays.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_036,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""This option is more better for small teams.""",This option is better for small teams.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_037,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Account Settings"" before ""Password Reset"".","El documento menciona ""Account Settings"" antes de ""Password Reset"".",Spanish,Latin,"[""Account Settings"", ""Password Reset""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_038,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Budget Review"" before ""Community Questions"".","El documento menciona ""Budget Review"" antes de ""Community Questions"".",Spanish,Latin,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_039,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","El documento enumera las ""Safety Guidelines"" antes de ""Emergency Contact"".",Spanish,Latin,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_040,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","El documento enumera las ""Safety Guidelines"" antes de los ""Emergency Contact"".",Spanish,Latin,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_041,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Budget Review"" before ""Community Questions"".","El documento presenta primero la sección de ""Budget Review"" y luego la de ""Community Questions"".",Spanish,Latin,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_042,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Office Hours"" before ""Makeup Exam"".","El documento enumera ""Office Hours"" antes de ""Makeup Exam"".",Spanish,Latin,"[""Office Hours"", ""Makeup Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_043,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Ask if the shop can keep the order under the name Mira Rao exactly.,¿Pueden guardar el pedido a nombre de Mira Rao exactamente?,Spanish,Latin,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_044,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Tell a friend I paid ₹500 and will send the receipt tomorrow.,"Hola, ya pagué ₹500 y mañana te envío el recibo.",Spanish,Latin,"[""₹500""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_045,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Ask if the clinic can move my visit to 10:30 AM without changing the appointment number INV-2048.,¿Podrían cambiar mi cita al 10:30 AM sin modificar el número de cita INV-2048? Gracias.,Spanish,Latin,"[""10:30 AM"", ""INV-2048""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_046,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Tell HR I can start on June 12 and the employee ID QR-77 should stay the same.,Pueden informar a Recursos Humanos que puedo comenzar el 12 de junio y que el ID de empleado QR-77 debe mantenerse igual.,Spanish,Latin,"[""June 12"", ""QR-77""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_047,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Tell the delivery driver to leave the box at Apt 5B and call when they arrive.,"Por favor, deje la caja en el Apt 5B y llame cuando llegue.",Spanish,Latin,"[""Apt 5B""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_048,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Tell my classmate that the file name draft_v2.pdf should stay unchanged.,El nombre del archivo draft_v2.pdf debe mantenerse sin cambios.,Spanish,Latin,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_049,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Sure! Here’s a more natural and polished version:

""Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear. Please let me know your thoughts.""",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_050,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""I can't join the call today, but I can share my update by email.""","I won’t be able to join the call today, but I can share my update via email.",English,Latin,[],concise workplace update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_051,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Sure! Here's a more natural and polished version of your sentence:

""Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear.""",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_052,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""The first paragraph is too long and the final sentence sounds a bit rude.""","The first paragraph is too lengthy, and the final sentence comes across as somewhat harsh.",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_053,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""I need to ask my manager for one more day to finish the slide deck.""","Sure! Here's a more natural and polished version of your sentence:

""I need to request an extra day from my manager to complete the slide deck.""",English,Latin,[],polite workplace request,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_054,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Please tell the tenant we fixed the heating issue and will check again tomorrow.""","Please inform the tenant that the heating issue has been resolved, and we will check it again tomorrow.",English,Latin,[],clear maintenance update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_055,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""The team have finished its review.""",The team has finished its review.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_056,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""The data are not enough to support this claim.""",The data are not sufficient to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_057,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""This option is more better for small teams.""",This option is better for small teams.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_058,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Each of the students have submitted their form.""",Each of the students has submitted their form.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_059,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""This feedback is more clear than the last version.""",This feedback is clearer than the last version.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_060,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Neither of the answers are correct.""",Neither of the answers is correct.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_061,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Office Hours"" before ""Makeup Exam"".","Document mein pehle ""Office Hours"" ki details di gayi hain, jismein bataya gaya hai ki students apne doubts clear karne ke liye instructor se mil sakte hain. Iske baad ""Makeup Exam"" ke baare mein information di gayi hai, jismein bataya gaya hai ki agar koi student regular exam miss kar deta hai toh uske liye makeup exam ka option available hai.",Hindi/Hinglish,Latin,"[""Office Hours"", ""Makeup Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_062,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","Document mein pehle ""Visitor Guidelines"" diye gaye hain, uske baad ""Check-In Desk"" ki jankari di gayi hai.",Hindi/Hinglish,Latin,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_063,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Health Benefits"" before ""Enrollment Form"".","Document mein pehle ""Health Benefits"" diye gaye hain, jisme swasthya se judi suvidhaon ka varnan hai. Uske baad ""Enrollment Form"" diya gaya hai, jisme bharti karne ke liye avashyak jankari bharni hoti hai.",Hindi/Hinglish,Latin,"[""Health Benefits"", ""Enrollment Form""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_064,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","Document mein ""Visitor Guidelines"" diye gaye hain jo aane wale logon ke liye niyam aur suvidhaon ko batate hain. Iske baad ""Check-In Desk"" ka zikr hai jahan par visitors apna registration karwate hain.",Hindi/Hinglish,Latin,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
