audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_011,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_012,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_013,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Privacy Notice"" before ""Data Export"".","الوثيقة تذكر ""Privacy Notice"" قبل ""Data Export"".",Arabic,Arabic,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_014,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Return Policy"" before ""Refund Request"".","تسرد الوثيقة ""Return Policy"" قبل ""Refund Request"".",Arabic,Arabic,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_015,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","يحتوي المستند على ""Safety Guidelines"" قبل ""Emergency Contact"".",Arabic,Arabic,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_016,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Privacy Notice"" before ""Data Export"".","الوثيقة تذكر ""Privacy Notice"" قبل ""Data Export"".",Arabic,Arabic,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_017,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Course Requirements"" before ""Final Exam"".",بالطبع، يرجى تزويدي بالنص الذي ترغب في تلخيصه.,Arabic,Arabic,"[""Course Requirements"", ""Final Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_018,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Return Policy"" before ""Refund Request"".","الوثيقة تذكر ""سياسة الإرجاع"" قبل ""طلب الاسترداد"".",Arabic,Arabic,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_019,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,تم تأكيد الاجتماع بتاريخ 05/07/2026. يرجى عدم تغيير تنسيق التاريخ.,Arabic,Arabic,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_020,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Ask if the shop can keep the order under the name Mira Rao exactly.,هل يمكنكم الاحتفاظ بالطلب تحت اسم Mira Rao؟,Arabic,Arabic,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_021,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,شكراً لتأكيد الموعد، الاجتماع سيكون في 05/07/2026. الرجاء عدم تغيير صيغة التاريخ.,Arabic,Arabic,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_022,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell my classmate that the file name draft_v2.pdf should stay unchanged.,الملف اسمه draft_v2.pdf ولازم يظل بدون تغيير.,Arabic,Arabic,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_023,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell a friend I paid ₹500 and will send the receipt tomorrow.,دفعت ٥٠٠ روبية، وببعتلك الإيصال بكرة.,Arabic,Arabic,"[""₹500""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_024,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell my classmate that the file name draft_v2.pdf should stay unchanged.,"بالطبع، إليك رد الواتساب القصير:

""حافظ على اسم الملف draft_v2.pdf كما هو بدون تغيير.""",Arabic,Arabic,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_025,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","¡Por supuesto! Aquí tienes algunas opciones para que el mensaje suene más natural:

1. Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear.
2. Hi team, I finished the notes, but I’m not sure if the conclusion is clear enough.
3. Hi team, I’ve completed the notes, but I’m not sure if the conclusion is clear. Could you please take a look?
4. Hi team, I’ve wrapped up the notes, but I’m not sure if the conclusion is clear. Any feedback would be appreciated.

Puedes elegir la que más se adapte a tu contexto o combinar partes de varias. Si necesitas que el mensaje sea más formal o informal, házmelo saber.",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_026,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear.",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_027,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Thanks for your help. I will review the invoice and send the missing details tonight.""","Claro, aquí tienes una versión más natural y fluida del texto:

""Thanks for your help! I’ll review the invoice and send you the missing details tonight."" 

¿Quieres que sea más formal o más casual?",English,Latin,[],professional reply,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_028,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""The first paragraph is too long and the final sentence sounds a bit rude.""","Claro, aquí tienes una versión más natural del texto:

""The first paragraph is too long, and the last sentence comes across as a bit rude.""",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_029,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Hello, I need to change my appointment because my train was delayed.""","Claro, aquí tienes una versión más natural del texto:  
""Hi, I need to reschedule my appointment because my train was delayed.""",English,Latin,[],polite appointment message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_030,es-en,editing_preservation,"Me ayudas a mejorar este texto para que suene natural? ""Thanks for your help. I will review the invoice and send the missing details tonight.""","Claro, aquí tienes una versión más natural del texto:

""Thanks for your help. I'll review the invoice and send the missing details tonight.""",English,Latin,[],professional reply,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_031,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_032,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""This feedback is more clear than the last version.""",This feedback is clearer than the last version.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_033,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""The data are not enough to support this claim.""",The data is not enough to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_034,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_035,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_036,es-en,output_language_inference,"Corrige solo la frase en inglés. No expliques nada: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_037,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Course Requirements"" before ""Final Exam"".","El documento enumera ""Course Requirements"" antes de ""Final Exam"".",Spanish,Latin,"[""Course Requirements"", ""Final Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_038,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Return Policy"" before ""Refund Request"".","El documento menciona ""Return Policy"" antes de ""Refund Request"".",Spanish,Latin,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_039,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Budget Review"" before ""Community Questions"".","El documento enumera ""Budget Review"" antes de ""Community Questions"".",Spanish,Latin,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_040,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Budget Review"" before ""Community Questions"".","El documento enumera ""Budget Review"" antes de ""Community Questions"".",Spanish,Latin,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_041,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Return Policy"" before ""Refund Request"".","El documento presenta primero la sección ""Return Policy"" y luego la sección ""Refund Request"".",Spanish,Latin,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_042,es-en,quote_preservation,"Resume esto en español, pero deja los títulos entre comillas exactamente en inglés: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","El documento presenta las ""Safety Guidelines"" antes de ""Emergency Contact"".",Spanish,Latin,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_043,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,"La reunión está confirmada para el 05/07/2026. Por favor, no cambie el formato de la fecha.",Spanish,Latin,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_044,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Tell a friend I paid ₹500 and will send the receipt tomorrow.,"Hola, ya pagué ₹500 y mañana te envío el recibo.",Spanish,Latin,"[""₹500""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_045,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Say the booking code ABC-17 is correct and I will arrive after lunch.,El código de reserva ABC-17 es correcto y llegaré después del almuerzo.,Spanish,Latin,"[""ABC-17""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_046,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Ask if the shop can keep the order under the name Mira Rao exactly.,¿Podrían guardar el pedido exactamente a nombre de Mira Rao?,Spanish,Latin,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_047,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Ask if the shop can keep the order under the name Mira Rao exactly.,¿Podrían mantener el pedido a nombre de Mira Rao exactamente?,Spanish,Latin,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_048,es-en,script_register_locale,Escribe una respuesta breve en español. Conserva exactamente estos datos si aparecen en el contexto. Context: Say the booking code ABC-17 is correct and I will arrive after lunch.,El código de reserva ABC-17 es correcto. Llegaré después del almuerzo.,Spanish,Latin,"[""ABC-17""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_049,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Sure! Here’s a more natural and polished version:

""Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear. Please let me know your thoughts.""",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_050,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Hello, I need to change my appointment because my train was delayed.""","Hello, I need to reschedule my appointment as my train has been delayed.",English,Latin,[],polite appointment message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_051,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Hi team, I finished the notes but I am not sure if the conclusion is clear.""","Sure! Here's a more natural and polished version of your sentence:

""Hi team, I’ve finished the notes, but I’m not sure if the conclusion is clear.""",English,Latin,[],clear workplace message,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_052,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Thanks for your help. I will review the invoice and send the missing details tonight.""",Thank you for your help. I will review the invoice and send the missing details by tonight.,English,Latin,[],professional reply,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_053,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""The first paragraph is too long and the final sentence sounds a bit rude.""","Certainly! Here's a more natural and polished version of your sentence:

""The first paragraph is a bit lengthy, and the last sentence comes across as somewhat abrupt.""",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_054,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""The first paragraph is too long and the final sentence sounds a bit rude.""","The first paragraph is a bit lengthy, and the last sentence comes across as somewhat abrupt.",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,
rpt_audit_055,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""This feedback is more clear than the last version.""",This feedback is clearer than the last version.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_056,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""The data are not enough to support this claim.""",The data are not sufficient to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_057,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_058,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""The data are not enough to support this claim.""",The data is not enough to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_059,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Each of the students have submitted their form.""",Each of the students has submitted his or her form.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_060,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_061,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","Document mein pehle ""Safety Guidelines"" diye gaye hain, jismein suraksha ke niyam aur savdhaniyan batayi gayi hain. Uske baad ""Emergency Contact"" section hai, jahan zarurat ke samay sampark karne wale logon ya agencies ke contact details diye gaye hain.",Hindi/Hinglish,Latin,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_062,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Privacy Notice"" before ""Data Export"".","Document mein ""Privacy Notice"" sabse pehle diya gaya hai, uske baad ""Data Export"" ka zikr hai.",Hindi/Hinglish,Latin,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_063,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Course Requirements"" before ""Final Exam"".","Document mein pehle ""Course Requirements"" diye gaye hain, jismein course complete karne ke liye zaroori conditions aur assignments ka zikr hai. Uske baad ""Final Exam"" ka section hai, jismein antim pariksha ke baare mein jankari di gayi hai.",Hindi/Hinglish,Latin,"[""Course Requirements"", ""Final Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_064,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Privacy Notice"" before ""Data Export"".","Document mein pehle ""Privacy Notice"" diya gaya hai, jisme vyakti ki jankariyon ki suraksha aur unke upyog ke baare mein bataya gaya hai. Uske baad ""Data Export"" ka zikr hai, jisme data ko kaise export kiya ja sakta hai, iski jankari di gayi hai.",Hindi/Hinglish,Latin,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_065,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Return Policy"" before ""Refund Request"".","Yeh document ""Return Policy"" ke saath shuru hota hai, jisme bataya gaya hai ki products ko kitne din ke andar return kiya ja sakta hai aur return process kya hai. Ismein condition di gayi hai ki product original condition mein hona chahiye. Uske baad ""Refund Request"" ka zikr hota hai, jisme bataya gaya hai ki refund ke liye kaise request ki ja sakti hai aur kitne samay mein refund process complete hota hai. Overall, yeh document return aur refund ki policies ko clearly define karta hai.",Hindi/Hinglish,Latin,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_066,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","""Safety Guidelines"" ke antargat suraksha ke niyam diye gaye hain, jaise ki sahi tarike se upkaran ka upyog karna, suraksha ke liye protective gear pehna, aur aag lagne par kya karna chahiye. ""Emergency Contact"" ke section mein turant madad ke liye contact number diye gaye hain. Yeh dono sections milkar suraksha aur emergency ke liye mahatvapurn jankari pradan karte hain.",Hindi/Hinglish,Latin,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
