audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,annotator_id,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_059,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""This feedback is more clear than the last version.""",This feedback is clearer than the last version.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_060,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Neither of the answers are correct.""",Neither of the answers is correct.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_061,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Office Hours"" before ""Makeup Exam"".","Document mein pehle ""Office Hours"" ki details di gayi hain, jismein bataya gaya hai ki students apne doubts clear karne ke liye instructor se mil sakte hain. Iske baad ""Makeup Exam"" ke baare mein information di gayi hai, jismein bataya gaya hai ki agar koi student regular exam miss kar deta hai toh uske liye makeup exam ka option available hai.",Hindi/Hinglish,Latin,"[""Office Hours"", ""Makeup Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_062,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","Document mein pehle ""Visitor Guidelines"" diye gaye hain, uske baad ""Check-In Desk"" ki jankari di gayi hai.",Hindi/Hinglish,Latin,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_063,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Health Benefits"" before ""Enrollment Form"".","Document mein pehle ""Health Benefits"" diye gaye hain, jisme swasthya se judi suvidhaon ka varnan hai. Uske baad ""Enrollment Form"" diya gaya hai, jisme bharti karne ke liye avashyak jankari bharni hoti hai.",Hindi/Hinglish,Latin,"[""Health Benefits"", ""Enrollment Form""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_064,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","Document mein ""Visitor Guidelines"" diye gaye hain jo aane wale logon ke liye niyam aur suvidhaon ko batate hain. Iske baad ""Check-In Desk"" ka zikr hai jahan par visitors apna registration karwate hain.",Hindi/Hinglish,Latin,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_065,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Budget Review"" before ""Community Questions"".","""Budget Review"" ke section mein, budget ke vishay mein chhoti jaankari di gayi hai, jisme kharche aur aamdani ke baare mein charcha ki gayi hai. Ismein aane wale mahino ke liye financial planning aur budget allocation ke baare mein bhi bataya gaya hai. 

""Community Questions"" ke section mein, samudaay ke logon ke prashn aur unke jawab diye gaye hain. Logon ne apne sawal puchhe aur prashn ke uttar mein vistar se jaankari di gayi hai. Yeh section samudaay ke logon ke beech samvaad aur sahyog ko badhava deta hai.",Hindi/Hinglish,Latin,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_066,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Course Requirements"" before ""Final Exam"".","Is document mein ""Course Requirements"" ki list di gayi hai, jo ""Final Exam"" se pehle aati hai.",Hindi/Hinglish,Latin,"[""Course Requirements"", ""Final Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_067,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Tell my classmate that the file name draft_v2.pdf should stay unchanged.","File ka naam draft_v2.pdf waise hi rehne do, change mat karo.",Hindi/Hinglish,Latin,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_068,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Ask the bank to keep account label Travel_Fund exactly as written.","Please account label ""Travel_Fund"" ko bilkul isi tarah rakhna.",Hindi/Hinglish,Latin,"[""Travel_Fund""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_069,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Confirm the pickup window is 2-4 PM and the order code is BK-903.","Pickup window 2-4 PM hai, order code BK-903 confirm hai.",Hindi/Hinglish,Latin,"[""2-4 PM"", ""BK-903""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_070,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Say the booking code ABC-17 is correct and I will arrive after lunch.","Booking code ABC-17 sahi hai, main lunch ke baad pahunch jaunga.",Hindi/Hinglish,Latin,"[""ABC-17""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_071,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Tell a friend I paid ₹500 and will send the receipt tomorrow.","Theek hai, maine ₹500 pay kiye hain. Kal receipt bhej dunga.",Hindi/Hinglish,Latin,"[""₹500""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_072,hi-en,script_register_locale,"Hindi mein short WhatsApp reply likho, Latin script only, no Devanagari. Context mein exact data same rakhna. Context: Tell HR I can start on June 12 and the employee ID QR-77 should stay the same.","Sure! Here's a short WhatsApp reply in Hindi using Latin script:

""Hello, HR. Main 12 June se shuru kar sakta hoon. Employee ID QR-77 wahi rahegi. Dhanyavaad.""",Hindi/Hinglish,Latin,"[""June 12"", ""QR-77""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
