audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_011,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_012,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""I would appreciate if you can reply today.""",I would appreciate it if you could reply today.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,
rpt_audit_013,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Privacy Notice"" before ""Data Export"".","الوثيقة تذكر ""Privacy Notice"" قبل ""Data Export"".",Arabic,Arabic,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_014,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Return Policy"" before ""Refund Request"".","تسرد الوثيقة ""Return Policy"" قبل ""Refund Request"".",Arabic,Arabic,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_015,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Safety Guidelines"" before ""Emergency Contact"".","يحتوي المستند على ""Safety Guidelines"" قبل ""Emergency Contact"".",Arabic,Arabic,"[""Safety Guidelines"", ""Emergency Contact""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_016,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Privacy Notice"" before ""Data Export"".","الوثيقة تذكر ""Privacy Notice"" قبل ""Data Export"".",Arabic,Arabic,"[""Privacy Notice"", ""Data Export""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_017,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Course Requirements"" before ""Final Exam"".",بالطبع، يرجى تزويدي بالنص الذي ترغب في تلخيصه.,Arabic,Arabic,"[""Course Requirements"", ""Final Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_018,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Return Policy"" before ""Refund Request"".","الوثيقة تذكر ""سياسة الإرجاع"" قبل ""طلب الاسترداد"".",Arabic,Arabic,"[""Return Policy"", ""Refund Request""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,
rpt_audit_019,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,تم تأكيد الاجتماع بتاريخ 05/07/2026. يرجى عدم تغيير تنسيق التاريخ.,Arabic,Arabic,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_020,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Ask if the shop can keep the order under the name Mira Rao exactly.,هل يمكنكم الاحتفاظ بالطلب تحت اسم Mira Rao؟,Arabic,Arabic,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_021,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,شكراً لتأكيد الموعد، الاجتماع سيكون في 05/07/2026. الرجاء عدم تغيير صيغة التاريخ.,Arabic,Arabic,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_022,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell my classmate that the file name draft_v2.pdf should stay unchanged.,الملف اسمه draft_v2.pdf ولازم يظل بدون تغيير.,Arabic,Arabic,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_023,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell a friend I paid ₹500 and will send the receipt tomorrow.,دفعت ٥٠٠ روبية، وببعتلك الإيصال بكرة.,Arabic,Arabic,"[""₹500""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
rpt_audit_024,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell my classmate that the file name draft_v2.pdf should stay unchanged.,"بالطبع، إليك رد الواتساب القصير:

""حافظ على اسم الملف draft_v2.pdf كما هو بدون تغيير.""",Arabic,Arabic,"[""draft_v2.pdf""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,
