item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SD_005,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_001,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_002,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_003,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_004,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_005,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_001,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_002,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_003,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_004,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_005,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_001,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_002,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_003,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_004,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_005,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_001,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_002,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_003,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_004,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_005,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,0,2,1,0,1,0,1,3.5783132530120483,['wrong_output_language']
ar_en_SA_001,gpt-4.1-nano,generic_helpfulness,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_002,gpt-4.1-nano,generic_helpfulness,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_003,gpt-4.1-nano,generic_helpfulness,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_004,gpt-4.1-nano,generic_helpfulness,ar-en,editing_preservation,0,1,1,0,1,1,1,2.2967032967032965,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_005,gpt-4.1-nano,generic_helpfulness,ar-en,editing_preservation,0,1,1,0,1,1,1,2.308988764044944,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SB_001,gpt-4.1-nano,generic_helpfulness,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_002,gpt-4.1-nano,generic_helpfulness,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_003,gpt-4.1-nano,generic_helpfulness,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_004,gpt-4.1-nano,generic_helpfulness,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_005,gpt-4.1-nano,generic_helpfulness,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_001,gpt-4.1-nano,generic_helpfulness,ar-en,quote_preservation,0,1,1,0,1,1,1,2.187878787878788,"['preservation_failure', 'task_noncompletion']"
ar_en_SC_002,gpt-4.1-nano,generic_helpfulness,ar-en,quote_preservation,0,1,1,0,1,1,1,2.198757763975155,"['preservation_failure', 'task_noncompletion']"
ar_en_SC_003,gpt-4.1-nano,generic_helpfulness,ar-en,quote_preservation,0,1,1,0,1,1,1,2.2058823529411766,"['preservation_failure', 'task_noncompletion']"
ar_en_SC_004,gpt-4.1-nano,generic_helpfulness,ar-en,quote_preservation,0,1,1,0,1,1,1,2.1901840490797544,"['preservation_failure', 'task_noncompletion']"
ar_en_SC_005,gpt-4.1-nano,generic_helpfulness,ar-en,quote_preservation,0,1,1,0,1,1,1,2.2,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_001,gpt-4.1-nano,generic_helpfulness,ar-en,script_register_locale,0,1,1,0,1,1,1,2.2176470588235295,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_002,gpt-4.1-nano,generic_helpfulness,ar-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
ar_en_SD_003,gpt-4.1-nano,generic_helpfulness,ar-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
ar_en_SD_004,gpt-4.1-nano,generic_helpfulness,ar-en,script_register_locale,0,1,1,0,1,1,1,2.212121212121212,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_005,gpt-4.1-nano,generic_helpfulness,ar-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
