item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
hi_en_SC_006,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_007,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_008,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_009,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_010,gpt-4.1-nano,generic_helpfulness,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_001,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_002,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_003,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_004,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_005,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,0,2,1,0,1,0,1,3.5783132530120483,['wrong_output_language']
hi_en_SD_006,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_007,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_008,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,0,3,0,1,1,0,0,3.6510416666666665,['preservation_failure']
hi_en_SD_009,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_010,gpt-4.1-nano,generic_helpfulness,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
