item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
hi_en_SB_006,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_006,gpt-4.1,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_006,gpt-4.1,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_007,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_007,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_007,gpt-4.1,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_007,gpt-4.1,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_006,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_006,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_006,gpt-4.1,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_006,gpt-4.1,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_007,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_007,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_007,gpt-4.1,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_007,gpt-4.1,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_006,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_006,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_006,gpt-4.1,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_006,gpt-4.1,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_007,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_007,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_007,gpt-4.1,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_007,gpt-4.1,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_006,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.5793650793650795,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_006,gpt-4.1-mini,contract,ar-en,editing_preservation,0,1,1,0,1,1,1,2.2384615384615385,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_006,gpt-4.1,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.6605504587155964,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_006,gpt-4.1,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_007,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.693877551020408,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_007,gpt-4.1-mini,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_007,gpt-4.1,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.6296296296296298,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_007,gpt-4.1,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_006,gpt-4.1-mini,baseline,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_006,gpt-4.1-mini,contract,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_006,gpt-4.1,baseline,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_006,gpt-4.1,contract,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_007,gpt-4.1-mini,baseline,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_007,gpt-4.1-mini,contract,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_007,gpt-4.1,baseline,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SB_007,gpt-4.1,contract,ar-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_006,gpt-4.1-mini,baseline,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_006,gpt-4.1-mini,contract,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_006,gpt-4.1,baseline,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_006,gpt-4.1,contract,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_007,gpt-4.1-mini,baseline,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_007,gpt-4.1-mini,contract,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_007,gpt-4.1,baseline,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SC_007,gpt-4.1,contract,ar-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SD_006,gpt-4.1-mini,baseline,ar-en,script_register_locale,0,1,1,0,1,1,1,2.47,['preservation_failure']
ar_en_SD_006,gpt-4.1-mini,contract,ar-en,script_register_locale,0,1,1,0,1,1,1,2.1828793774319064,['preservation_failure']
ar_en_SD_006,gpt-4.1,baseline,ar-en,script_register_locale,0,1,1,0,1,1,1,2.47,['preservation_failure']
ar_en_SD_006,gpt-4.1,contract,ar-en,script_register_locale,0,3,0,1,1,0,0,3.528,['preservation_failure']
ar_en_SD_007,gpt-4.1-mini,baseline,ar-en,script_register_locale,0,1,1,0,1,1,1,2.4761904761904763,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_007,gpt-4.1-mini,contract,ar-en,script_register_locale,0,1,1,0,1,1,1,2.1659751037344397,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_007,gpt-4.1,baseline,ar-en,script_register_locale,0,1,1,0,1,1,1,2.451219512195122,"['preservation_failure', 'task_noncompletion']"
ar_en_SD_007,gpt-4.1,contract,ar-en,script_register_locale,0,1,1,0,1,1,1,2.1554621848739495,"['preservation_failure', 'task_noncompletion']"
